ensembl_gene_id	wikigene_description	hgnc_symbol
ENSG00000256714		
ENSG00000256717		LINC02698
ENSG00000256720		BTG1P1
ENSG00000256721		CACNA1C-IT3
ENSG00000256723		
ENSG00000256732		
ENSG00000256733		
ENSG00000256734		
ENSG00000256737		RBBP4P5
ENSG00000256739		
ENSG00000256742		KDM2B-DT
ENSG00000256745		
ENSG00000256746		
ENSG00000256747		
ENSG00000256748		
ENSG00000256750		LINC02423
ENSG00000256751		PLBD1-AS1
ENSG00000256752		HPRT1P3
ENSG00000256756		TIMM17BP1
ENSG00000256757		
ENSG00000256762	saitohin	STH
ENSG00000256769		CACNA1C-AS3
ENSG00000256771	zinc finger protein 253	ZNF253
ENSG00000256774		
ENSG00000256777		PDCL3P7
ENSG00000256779		
ENSG00000256783		
ENSG00000256789		
ENSG00000256797	killer cell lectin like receptor F2	KLRF2
ENSG00000256799		
ENSG00000256802		
ENSG00000256803		
ENSG00000256804		
ENSG00000256806	chromosome 17 open reading frame 100	C17orf100
ENSG00000256810		
ENSG00000256811		
ENSG00000256812	calpain small subunit 2	CAPNS2
ENSG00000256813		
ENSG00000256814		
ENSG00000256817		TPT1P12
ENSG00000256824		
ENSG00000256825		
ENSG00000256826		ATP5MFP4
ENSG00000256827		
ENSG00000256835		
ENSG00000256837		CACNA1C-IT1
ENSG00000256843		
ENSG00000256844		MEF2BNBP1
ENSG00000256847		CCND2P1
ENSG00000256849		TCP1P3
ENSG00000256851		
ENSG00000256852		KNOP1P1
ENSG00000256861		
ENSG00000256862	uncharacterized LOC105369609	
ENSG00000256863		
ENSG00000256870	solute carrier family 5 member 8	SLC5A8
ENSG00000256875		
ENSG00000256879		
ENSG00000256884		
ENSG00000256888	long intergenic non-protein coding RNA 2366	LINC02366
ENSG00000256892	MT-RNR2 like 7	MTRNR2L7
ENSG00000256894		
ENSG00000256896		PSMC1P8
ENSG00000256897		
ENSG00000256898		
ENSG00000256902		IQSEC3P1
ENSG00000256904		A2ML1-AS2
ENSG00000256906		LINC02419
ENSG00000256912		
ENSG00000256913		
ENSG00000256915		
ENSG00000256916		
ENSG00000256917		
ENSG00000256923		
ENSG00000256925		ADGRA1-AS1
ENSG00000256928		
ENSG00000256937		KRT17P8
ENSG00000256940		PPP1R14B-AS1
ENSG00000256943		
ENSG00000256944		
ENSG00000256947		
ENSG00000256948		
ENSG00000256950		
ENSG00000256951		
ENSG00000256955		
ENSG00000256963		
ENSG00000256966		
ENSG00000256967		
ENSG00000256968		SNRPEP2
ENSG00000256969		
ENSG00000256971		LINC00508
ENSG00000256972		
ENSG00000256973		
ENSG00000256975		
ENSG00000256977	LIM zinc finger domain containing 3	LIMS3
ENSG00000256980	KH domain containing 1 like	KHDC1L
ENSG00000256981		
ENSG00000256982		
ENSG00000256984		
ENSG00000256986		
ENSG00000256987		
ENSG00000256988		
ENSG00000256994		LINC02378
ENSG00000256995		
ENSG00000257000		
ENSG00000257002		
ENSG00000257004		
ENSG00000257005		
ENSG00000257008	G protein-coupled receptor 142	GPR142
ENSG00000257009		
ENSG00000257012		
ENSG00000257016		SLC25A39P2
ENSG00000257017	haptoglobin	HP
ENSG00000257021		HSPE1P20
ENSG00000257022		
ENSG00000257023		
ENSG00000257025		
ENSG00000257027		
ENSG00000257035		
ENSG00000257037		RARSP1
ENSG00000257038		
ENSG00000257042		
ENSG00000257043		
ENSG00000257045		
ENSG00000257046		
ENSG00000257048		LINC02417
ENSG00000257052		
ENSG00000257056		LINC02282
ENSG00000257057	chromosome 11 open reading frame 97	C11orf97
ENSG00000257058		
ENSG00000257060		
ENSG00000257062		
ENSG00000257065		
ENSG00000257067		LINC02703
ENSG00000257069	KCNK4-TEX40 readthrough	
ENSG00000257070		
ENSG00000257074		RPL29P33
ENSG00000257075		RPEP6
ENSG00000257078		
ENSG00000257083		
ENSG00000257084		MIR200CHG
ENSG00000257086		
ENSG00000257087		
ENSG00000257093	DENN domain containing 11	DENND11
ENSG00000257094		
ENSG00000257095		
ENSG00000257096		
ENSG00000257097		CLIP1-AS1
ENSG00000257101		LRRC37A13P
ENSG00000257103	LSM14A mRNA processing body assembly factor	LSM14A
ENSG00000257105		
ENSG00000257108	NHL repeat containing 4	NHLRC4
ENSG00000257109		OR4F28P
ENSG00000257113		
ENSG00000257114		LINC02450
ENSG00000257115	olfactory receptor family 11 subfamily H member 12	OR11H12
ENSG00000257119		EEF1B2P4
ENSG00000257120		
ENSG00000257121		
ENSG00000257122		RRN3P3
ENSG00000257124		
ENSG00000257125		KRT127P
ENSG00000257126		FOXG1-AS1
ENSG00000257127		CLLU1
ENSG00000257128		
ENSG00000257129		
ENSG00000257135		ODC1-DT
ENSG00000257137	chromosome 12 open reading frame 80	C12orf80
ENSG00000257138	taste 2 receptor member 38	TAS2R38
ENSG00000257139		LINC02821
ENSG00000257142		
ENSG00000257146		
ENSG00000257150		PGAM1P5
ENSG00000257155		
ENSG00000257157		
ENSG00000257159		
ENSG00000257162		MED15P6
ENSG00000257164		LINC02451
ENSG00000257165		
ENSG00000257167		TMPO-AS1
ENSG00000257169		
ENSG00000257171		
ENSG00000257173		AK6P2
ENSG00000257175		
ENSG00000257176		
ENSG00000257178		
ENSG00000257179		HMGN2P6
ENSG00000257180		
ENSG00000257181		
ENSG00000257183		
ENSG00000257184		
ENSG00000257185		LINC02293
ENSG00000257191		
ENSG00000257193		LINC02385
ENSG00000257194		
ENSG00000257195		HNRNPA1P50
ENSG00000257198		FAM205BP
ENSG00000257199		
ENSG00000257202		
ENSG00000257207		
ENSG00000257210		NACAP8
ENSG00000257215		
ENSG00000257218	glutamyl-tRNA amidotransferase subunit C	GATC
ENSG00000257219		LNCOG
ENSG00000257220		PRXL2AP1
ENSG00000257221		
ENSG00000257222		
ENSG00000257224		
ENSG00000257225		
ENSG00000257226		
ENSG00000257228		
ENSG00000257230		LINC02448
ENSG00000257231		DYNLL1P4
ENSG00000257232	mucin like 3	MUCL3
ENSG00000257235		
ENSG00000257237		
ENSG00000257239		
ENSG00000257241		
ENSG00000257242		LINC01619
ENSG00000257243		
ENSG00000257246		PHBP19
ENSG00000257252		
ENSG00000257253		
ENSG00000257254		
ENSG00000257256		
ENSG00000257258		
ENSG00000257259		LINC02388
ENSG00000257261		
ENSG00000257262		
ENSG00000257264		
ENSG00000257265		
ENSG00000257267		ZNF271P
ENSG00000257268		
ENSG00000257270		
ENSG00000257271		KIRREL3-AS1
ENSG00000257272		
ENSG00000257275		
ENSG00000257277		
ENSG00000257279		
ENSG00000257281		
ENSG00000257283		
ENSG00000257284		
ENSG00000257285		
ENSG00000257286		
ENSG00000257287		
ENSG00000257288		
ENSG00000257289		
ENSG00000257292		
ENSG00000257294		
ENSG00000257296		
ENSG00000257298		
ENSG00000257300		HAUS8P1
ENSG00000257302		FAHD2P1
ENSG00000257303		
ENSG00000257307		
ENSG00000257308		
ENSG00000257310		
ENSG00000257315	zinc finger BED-type containing 6	ZBED6
ENSG00000257316		
ENSG00000257319		
ENSG00000257322		
ENSG00000257323		
ENSG00000257325		
ENSG00000257327		
ENSG00000257329		
ENSG00000257331		RACGAP1P
ENSG00000257332		HNRNPA1P69
ENSG00000257335	maltase-glucoamylase	MGAM
ENSG00000257336		PRELID2P1
ENSG00000257337		
ENSG00000257341		
ENSG00000257342		
ENSG00000257343		
ENSG00000257345		LINC02413
ENSG00000257346		
ENSG00000257350		
ENSG00000257354		
ENSG00000257355		
ENSG00000257356		BNIP3P6
ENSG00000257359		
ENSG00000257360		
ENSG00000257364		VENTXP3
ENSG00000257365	farnesyltransferase, CAAX box, beta	FNTB
ENSG00000257365	CHURC1-FNTB readthrough	FNTB
ENSG00000257366		
ENSG00000257368		
ENSG00000257373		
ENSG00000257376		
ENSG00000257378		
ENSG00000257379		
ENSG00000257381		MIR3179-2
ENSG00000257384		
ENSG00000257386		
ENSG00000257389		
ENSG00000257390		
ENSG00000257391		
ENSG00000257392		
ENSG00000257395		
ENSG00000257398		
ENSG00000257400		
ENSG00000257402		KRT126P
ENSG00000257403		
ENSG00000257404		
ENSG00000257405		
ENSG00000257407		
ENSG00000257408		
ENSG00000257410		
ENSG00000257411		
ENSG00000257414		OR6C73P
ENSG00000257415		
ENSG00000257426		
ENSG00000257429		
ENSG00000257431		
ENSG00000257432		
ENSG00000257433		
ENSG00000257434		
ENSG00000257435		
ENSG00000257438		
ENSG00000257443		
ENSG00000257444		SETP7
ENSG00000257446	zinc finger protein 878	ZNF878
ENSG00000257449		
ENSG00000257452		
ENSG00000257453		
ENSG00000257454		
ENSG00000257456		
ENSG00000257458		
ENSG00000257464		
ENSG00000257465		ELOCP32
ENSG00000257467		PPFIA2-AS1
ENSG00000257470		
ENSG00000257472		
ENSG00000257473	major histocompatibility complex, class II, DQ alpha 1	HLA-DQA2
ENSG00000257473	major histocompatibility complex, class II, DQ alpha 2	HLA-DQA2
ENSG00000257474		
ENSG00000257475		
ENSG00000257476		LINC02459
ENSG00000257477		LINC01154
ENSG00000257480		MRPL2P1
ENSG00000257488		LINC02354
ENSG00000257489		
ENSG00000257493		
ENSG00000257494		
ENSG00000257495		KRT73-AS1
ENSG00000257496		
ENSG00000257497		
ENSG00000257500		
ENSG00000257501		
ENSG00000257503		CYB5AP5
ENSG00000257504		LINC02297
ENSG00000257506		
ENSG00000257507		LINC02373
ENSG00000257509		
ENSG00000257510		LINC02402
ENSG00000257511		
ENSG00000257512		
ENSG00000257513		NPIPB1P
ENSG00000257514		
ENSG00000257515		
ENSG00000257517		
ENSG00000257519		
ENSG00000257520	surfactant associated 3	
ENSG00000257522		
ENSG00000257523	long intergenic non-protein coding RNA 2326	LINC02326
ENSG00000257524		
ENSG00000257526		
ENSG00000257527		
ENSG00000257528		KRT8P19
ENSG00000257529	RPL36A-HNRNPH2 readthrough	RPL36A-HNRNPH2
ENSG00000257530		
ENSG00000257531		
ENSG00000257534		
ENSG00000257539		HSPA8P14
ENSG00000257541		LINC02403
ENSG00000257542	olfactory receptor family 7 subfamily E member 47 pseudogene	OR7E47P
ENSG00000257543		
ENSG00000257545		
ENSG00000257548		
ENSG00000257550		
ENSG00000257551		HLX-AS1
ENSG00000257553		
ENSG00000257556		LINC02298
ENSG00000257557		PPP1R12A-AS1
ENSG00000257558		
ENSG00000257563		
ENSG00000257564		
ENSG00000257568		
ENSG00000257569		GSTP1P1
ENSG00000257570		
ENSG00000257572		
ENSG00000257576		HSPD1P4
ENSG00000257579		
ENSG00000257580		
ENSG00000257582		LINC01475
ENSG00000257585		LINC00609
ENSG00000257586		
ENSG00000257587		
ENSG00000257588	uncharacterized LOC101927318	
ENSG00000257591	zinc finger protein 625	ZNF625
ENSG00000257594	polypeptide N-acetylgalactosaminyltransferase 4	GALNT4
ENSG00000257595	long intergenic non-protein coding RNA 2356	LINC02356
ENSG00000257596	S-phase cancer associated transcript 2	SCAT2
ENSG00000257599		OVCH1-AS1
ENSG00000257603		
ENSG00000257604		
ENSG00000257605		
ENSG00000257607		
ENSG00000257609		
ENSG00000257611		
ENSG00000257612		MIR4307HG
ENSG00000257613		LINC01481
ENSG00000257614		
ENSG00000257616		
ENSG00000257621		PSMA3-AS1
ENSG00000257622		
ENSG00000257624		
ENSG00000257629		
ENSG00000257634		
ENSG00000257635		
ENSG00000257636		G2E3-AS1
ENSG00000257639		
ENSG00000257642		
ENSG00000257643		
ENSG00000257644		
ENSG00000257645		
ENSG00000257647		
ENSG00000257648		CYCSP30
ENSG00000257649		METTL7AP1
ENSG00000257653		
ENSG00000257654		
ENSG00000257657		
ENSG00000257658		
ENSG00000257660		ADCY6-DT
ENSG00000257662		EIF4A1P12
ENSG00000257663		
ENSG00000257664		RSL24D1P5
ENSG00000257666		CBX3P5
ENSG00000257668		
ENSG00000257671		KRT7-AS
ENSG00000257672		
ENSG00000257674		
ENSG00000257675		BTBD10P1
ENSG00000257677		LINC02464
ENSG00000257680		
ENSG00000257681		
ENSG00000257682		
ENSG00000257683		LINC02463
ENSG00000257687		
ENSG00000257691		
ENSG00000257696		
ENSG00000257698		GIHCG
ENSG00000257700		
ENSG00000257702		LBX2-AS1
ENSG00000257703		
ENSG00000257704	InaF motif containing 1	INAFM1
ENSG00000257711		
ENSG00000257715		
ENSG00000257718		CPNE8-AS1
ENSG00000257720		ILF2P2
ENSG00000257721		
ENSG00000257723		CHCHD3P2
ENSG00000257725		LINC02399
ENSG00000257726		
ENSG00000257727	canopy FGF signaling regulator 2	CNPY2
ENSG00000257729		
ENSG00000257730		LSM6P2
ENSG00000257731		
ENSG00000257732		
ENSG00000257735		
ENSG00000257737		
ENSG00000257738		
ENSG00000257740		
ENSG00000257741		LINC01490
ENSG00000257743	maltase-glucoamylase 2 (putative)	MGAM2
ENSG00000257746		
ENSG00000257747		LINC02426
ENSG00000257748		LINC02281
ENSG00000257750		LINC02445
ENSG00000257751		
ENSG00000257752		
ENSG00000257754		
ENSG00000257756		LINC02386
ENSG00000257757		OR6C7P
ENSG00000257758		KRT18P20
ENSG00000257759		
ENSG00000257761		
ENSG00000257762		LINC02401
ENSG00000257763		OR5BK1P
ENSG00000257764		
ENSG00000257766		
ENSG00000257767		
ENSG00000257769		
ENSG00000257770	glutathione peroxidase 5	GPX5
ENSG00000257771		LINC02395
ENSG00000257773		ST13P3
ENSG00000257777		
ENSG00000257779		
ENSG00000257780		GLYCAM1
ENSG00000257781		
ENSG00000257784		LINC02400
ENSG00000257786		AKIRIN1P1
ENSG00000257787		
ENSG00000257790		EIF4A1P4
ENSG00000257792		OR5BJ1P
ENSG00000257797		
ENSG00000257800		FNBP1P1
ENSG00000257802		
ENSG00000257803		
ENSG00000257807		
ENSG00000257808		
ENSG00000257809		
ENSG00000257813		
ENSG00000257815		
ENSG00000257817		
ENSG00000257818		C1GALT1P1
ENSG00000257820		MRPS6P4
ENSG00000257823		
ENSG00000257824		
ENSG00000257825		
ENSG00000257826		
ENSG00000257829		
ENSG00000257830		
ENSG00000257831		
ENSG00000257835		
ENSG00000257837		
ENSG00000257838	OTOA pseudogene 1	OTOAP1
ENSG00000257839		
ENSG00000257842		LINC02588
ENSG00000257844		KRT90P
ENSG00000257845		LINC02294
ENSG00000257846		
ENSG00000257847		LSM3P2
ENSG00000257848		
ENSG00000257849		
ENSG00000257851		HNRNPA3P10
ENSG00000257852		
ENSG00000257853		MED15P1
ENSG00000257855		
ENSG00000257858		MTND1P24
ENSG00000257859		CASC18
ENSG00000257860		
ENSG00000257863		
ENSG00000257864		
ENSG00000257865		
ENSG00000257869		
ENSG00000257870		
ENSG00000257872		
ENSG00000257875		
ENSG00000257878		
ENSG00000257879		
ENSG00000257880		
ENSG00000257883		
ENSG00000257884		
ENSG00000257885		PHBP18
ENSG00000257890		
ENSG00000257891		
ENSG00000257893	long intergenic non-protein coding RNA 2404	LINC02404
ENSG00000257894		
ENSG00000257896		
ENSG00000257897		
ENSG00000257900		
ENSG00000257904		
ENSG00000257905		
ENSG00000257906		LINC02156
ENSG00000257907		EEF1A1P17
ENSG00000257910		
ENSG00000257912		LINC02258
ENSG00000257913		DDN-AS1
ENSG00000257915		GLULP5
ENSG00000257918		
ENSG00000257920		LINC02409
ENSG00000257921		
ENSG00000257923	cut like homeobox 1	CUX1
ENSG00000257924		LINC02416
ENSG00000257925		
ENSG00000257927		MRPS36P5
ENSG00000257932		
ENSG00000257935		LHX5-AS1
ENSG00000257940		
ENSG00000257941		
ENSG00000257943		
ENSG00000257947		
ENSG00000257948		
ENSG00000257949	TEN1 subunit of CST complex	TEN1
ENSG00000257950		P2RX5-TAX1BP3
ENSG00000257951		
ENSG00000257953		
ENSG00000257954		
ENSG00000257955		
ENSG00000257956		NOP56P3
ENSG00000257957		QRSL1P3
ENSG00000257958		
ENSG00000257959		
ENSG00000257962		
ENSG00000257964		
ENSG00000257966		OLA1P3
ENSG00000257976		
ENSG00000257979		SNRPGP18
ENSG00000257985		
ENSG00000257986		LINC02306
ENSG00000257987	testis expressed 49	TEX49
ENSG00000257989		
ENSG00000257991		
ENSG00000257994		
ENSG00000257995		
ENSG00000257997		
ENSG00000257998		
ENSG00000258001		
ENSG00000258002		
ENSG00000258007		
ENSG00000258010		
ENSG00000258011		HMGA1P3
ENSG00000258012		
ENSG00000258013		RPL3P13
ENSG00000258016		HIGD1AP1
ENSG00000258017		
ENSG00000258018		LINC02457
ENSG00000258021		
ENSG00000258024		OR5BT1P
ENSG00000258026		
ENSG00000258027		NF1P4
ENSG00000258028		
ENSG00000258033		
ENSG00000258034		
ENSG00000258035		
ENSG00000258036		KRT125P
ENSG00000258038		LINC02327
ENSG00000258039		
ENSG00000258044		
ENSG00000258045		
ENSG00000258048		
ENSG00000258050		
ENSG00000258051		
ENSG00000258052		
ENSG00000258053		
ENSG00000258056	uncharacterized LOC105369779	
ENSG00000258057		BCDIN3D-AS1
ENSG00000258064		
ENSG00000258065		
ENSG00000258066		
ENSG00000258068		
ENSG00000258071		ARL2BPP2
ENSG00000258072		
ENSG00000258073		
ENSG00000258074		VTI1BP3
ENSG00000258076		
ENSG00000258077		
ENSG00000258080		ARHGAP42P4
ENSG00000258081		
ENSG00000258082		
ENSG00000258083	olfactory receptor family 9 subfamily A member 4	OR9A4
ENSG00000258084		
ENSG00000258086		
ENSG00000258088		
ENSG00000258090		
ENSG00000258091		
ENSG00000258092		
ENSG00000258096		
ENSG00000258098	long intergenic non-protein coding RNA 2286	LINC02286
ENSG00000258099		ATXN2-AS
ENSG00000258100		LINC02823
ENSG00000258101		
ENSG00000258102	microtubule associated protein 1 light chain 3 beta 2	MAP1LC3B2
ENSG00000258104		HIGD1AP9
ENSG00000258107		
ENSG00000258108		
ENSG00000258111		
ENSG00000258112		CCNG2P1
ENSG00000258114		
ENSG00000258115		
ENSG00000258116		PPIAP45
ENSG00000258117		
ENSG00000258118		PPIAP44
ENSG00000258119		
ENSG00000258120		KRT128P
ENSG00000258121		
ENSG00000258122		
ENSG00000258123		LINC02444
ENSG00000258125		
ENSG00000258128		MKRN9P
ENSG00000258130		
ENSG00000258131		
ENSG00000258133		
ENSG00000258134		
ENSG00000258135		LINC02396
ENSG00000258136		
ENSG00000258137		
ENSG00000258140		
ENSG00000258142		
ENSG00000258144		LINC02406
ENSG00000258148		
ENSG00000258150		
ENSG00000258153		HSPE1P4
ENSG00000258154		
ENSG00000258159		IMMP1LP2
ENSG00000258162		
ENSG00000258167		
ENSG00000258168		
ENSG00000258169		LINC00485
ENSG00000258170		
ENSG00000258171		LINC02412
ENSG00000258172		
ENSG00000258173		
ENSG00000258175		LINC02300
ENSG00000258177		
ENSG00000258178		
ENSG00000258179		
ENSG00000258181		
ENSG00000258183		LINC02392
ENSG00000258184		
ENSG00000258185		
ENSG00000258186		SLC7A5P2
ENSG00000258193		
ENSG00000258196		
ENSG00000258197		NKX2-2-AS1
ENSG00000258199		
ENSG00000258202		
ENSG00000258203		
ENSG00000258204		
ENSG00000258205		
ENSG00000258206		
ENSG00000258210		
ENSG00000258212		ZNF75BP
ENSG00000258214		
ENSG00000258215		
ENSG00000258216		
ENSG00000258220		LINC02424
ENSG00000258223	serine protease 58	PRSS58
ENSG00000258224		
ENSG00000258225		
ENSG00000258227	C-type lectin domain containing 5A	CLEC5A
ENSG00000258230		
ENSG00000258231		
ENSG00000258232		
ENSG00000258233		ARHGAP42P5
ENSG00000258234		
ENSG00000258235		
ENSG00000258239		MTND2P17
ENSG00000258240		
ENSG00000258244		OSTF1P1
ENSG00000258245		RPL10P13
ENSG00000258249		
ENSG00000258251		YPEL5P3
ENSG00000258253		
ENSG00000258254		
ENSG00000258256		
ENSG00000258260		
ENSG00000258262		
ENSG00000258265		
ENSG00000258271		
ENSG00000258272		
ENSG00000258273		
ENSG00000258274		
ENSG00000258275		OR7K1P
ENSG00000258278		CLUHP8
ENSG00000258279		LINC00592
ENSG00000258282		BTF3P2
ENSG00000258283		
ENSG00000258284		POLR2KP1
ENSG00000258285		TESC-AS1
ENSG00000258288		NENFP2
ENSG00000258289	churchill domain containing 1	CHURC1
ENSG00000258290		BRWD1P2
ENSG00000258292		LINC02410
ENSG00000258294		
ENSG00000258300		NUTF2P2
ENSG00000258301		VASH1-AS1
ENSG00000258302		
ENSG00000258303		
ENSG00000258304		
ENSG00000258308		
ENSG00000258311		
ENSG00000258312		
ENSG00000258313		
ENSG00000258314		
ENSG00000258315	chromosome 17 open reading frame 49	C17orf49
ENSG00000258316		KLF17P1
ENSG00000258317		
ENSG00000258320		
ENSG00000258323		
ENSG00000258324		
ENSG00000258325		ITFG2-AS1
ENSG00000258331		LINC02461
ENSG00000258332		LINC02394
ENSG00000258334		
ENSG00000258336		DUX4L52
ENSG00000258337		
ENSG00000258338		
ENSG00000258342		
ENSG00000258343		
ENSG00000258344		
ENSG00000258345		
ENSG00000258346		
ENSG00000258350		SYF2P1
ENSG00000258352		
ENSG00000258354		
ENSG00000258355		
ENSG00000258357		
ENSG00000258358		
ENSG00000258359		PCNPP1
ENSG00000258360		NF1P12
ENSG00000258364		
ENSG00000258365		
ENSG00000258366	regulator of telomere elongation helicase 1	RTEL1
ENSG00000258367		
ENSG00000258368		ZNF970P
ENSG00000258369		ADI1P3
ENSG00000258373		SLC25A3P2
ENSG00000258375		
ENSG00000258376		
ENSG00000258377		
ENSG00000258378		
ENSG00000258379		
ENSG00000258380		
ENSG00000258381		
ENSG00000258383		
ENSG00000258384		
ENSG00000258385		
ENSG00000258386		
ENSG00000258387		
ENSG00000258388		PPT2-EGFL8
ENSG00000258390		LINC02318
ENSG00000258392		RPA2P1
ENSG00000258393		
ENSG00000258394		
ENSG00000258397		BCAR1P1
ENSG00000258399		
ENSG00000258400		
ENSG00000258401		
ENSG00000258402		
ENSG00000258404		LINC02320
ENSG00000258405	zinc finger protein 578	ZNF578
ENSG00000258406		
ENSG00000258407		
ENSG00000258408		NT5CP2
ENSG00000258410		
ENSG00000258411		
ENSG00000258412		
ENSG00000258413		
ENSG00000258414		
ENSG00000258415		
ENSG00000258416		
ENSG00000258417		
ENSG00000258419		
ENSG00000258420		
ENSG00000258421		FXNP1
ENSG00000258422		
ENSG00000258423		OR7E105P
ENSG00000258424		
ENSG00000258425		
ENSG00000258426		
ENSG00000258427		RBM8B
ENSG00000258428		
ENSG00000258429	peptide deformylase, mitochondrial	PDF
ENSG00000258430		
ENSG00000258431		
ENSG00000258433		
ENSG00000258435		
ENSG00000258436	ribonuclease A family member 12 (inactive)	RNASE12
ENSG00000258437		
ENSG00000258438		OR11K2P
ENSG00000258439		
ENSG00000258440		
ENSG00000258441	long intergenic non-protein coding RNA 641	LINC00641
ENSG00000258443		
ENSG00000258444		
ENSG00000258445		
ENSG00000258446		
ENSG00000258448		
ENSG00000258449		
ENSG00000258450		
ENSG00000258451		
ENSG00000258452		
ENSG00000258453	olfactory receptor family 11 subfamily H member 2	OR11H2
ENSG00000258454		
ENSG00000258455		
ENSG00000258456		PTCD2P1
ENSG00000258457		
ENSG00000258458		
ENSG00000258459		
ENSG00000258460		
ENSG00000258461		
ENSG00000258462		
ENSG00000258463		
ENSG00000258464		
ENSG00000258465		
ENSG00000258466		
ENSG00000258467		PHKBP2
ENSG00000258468		OR11G1P
ENSG00000258469		CHMP4BP1
ENSG00000258471		
ENSG00000258472		
ENSG00000258473		
ENSG00000258474		LINC02313
ENSG00000258476		LINC02207
ENSG00000258477		PPIAP6
ENSG00000258478		
ENSG00000258479		LINC00640
ENSG00000258481		
ENSG00000258482		TRAV15
ENSG00000258483		LINC02251
ENSG00000258484	sperm equatorial segment protein 1	SPESP1
ENSG00000258485		SRMP2
ENSG00000258487		LINC02277
ENSG00000258488		
ENSG00000258489		
ENSG00000258490		
ENSG00000258491		ZFP64P1
ENSG00000258493		
